full_name,language,count,percentage
kestra-io/kestra,Python,1969.0,0.06524910311479136
gijzelaerr/kliko,Python,42592.0,97.45338062006635
jtaghiyar/kronos,Python,143560.0,100.0
kubeflow/kubeflow,Python,208852.0,9.576092872309744
lf-edge/ekuiper,Python,32449.0,0.9713937430136826
kurator-org/kurator-akka,Python,89711.0,18.80650956666478
treeverse/lakeFS,Python,11502.0,0.25363908802833207
riga/law,Python,898888.0,93.777470363566
linkedpipes/etl,Python,22594.0,0.49206797916736533
apache/incubator-livy,Python,96626.0,6.440376560671218
HECBioSim/Longbow,Python,730747.0,98.41458602406134
StanfordBioinformatics/loom,Python,874846.0,92.40663966157372
pepkit/looper,Python,314693.0,72.69365192664408
lsst/pipe_base,Python,837760.0,100.0
spotify/luigi,Python,2169600.0,90.39589451979056
dghoshal-lbl/madats,Python,161741.0,99.58685318818806
LLNL/maestrowf,Python,406474.0,99.27438361684719
mara/mara-pipelines,Python,213085.0,83.68975661101358
MarquezProject/marquez,Python,72610.0,4.092797893232143
martian-lang/martian,Python,66898.0,3.9298826874386856
centerofci/mathesar,Python,1526741.0,46.426852227179246
MD-Studio/MDStudio,Python,711926.0,77.81658080813048
LLNL/merlin,Python,604158.0,94.79992091611773
alicevision/Meshroom,Python,963917.0,55.881643618334934
Netflix/metaflow,Python,2491863.0,90.11458779350329
TorkamaniLab/metapipe,Python,110222.0,97.01103698357655
openstack/mistral,Python,2698527.0,98.91681942995011
mkite-group/mkite_core,Python,57275.0,100.0
combust/mleap,Python,207597.0,11.56390094562437
mlflow/mlflow,Python,7646011.0,60.48814798705527
mfiers/Moa,Python,403149.0,90.59161651888238
vmlaker/mpipe,Python,47434.0,100.0
bioinfo-core-BGU/neatseq-flow,Python,1327321.0,99.85750988365312
niaid/nephele2,Python,606327.0,22.975878486016523
Victorian-Bioinformatics-Consortium/nesoni,Python,896188.0,94.17498581366512
projectnessie/nessie,Python,3304.0,0.04237428886157702
ngless-toolkit/ngless,Python,4773.0,0.6285870816333519
BauerLab/ngsane,Python,1202.0,0.03785724229201981
apache/nifi,Python,121000.0,0.18840459703479814
nipy/nipype,Python,6493578.0,98.8086198852869
icui/nnodes,Python,57407.0,100.0
NLeSC/noodles,Python,244648.0,47.39072827156572
omegaml/omegaml,Python,1476032.0,96.2246967455766
apache/oodt,Python,131012.0,1.8370745458634832
apache/oozie,Python,5717.0,0.04759734164226231
openalea/openalea,Python,7849.0,96.84145589142504
OpenLineage/OpenLineage,Python,672238.0,28.85846371925161
openmole/openmole,Python,3517.0,0.09191784212346157
biolab/orange3,Python,7599251.0,98.4915951171349
orchest/orchest,Python,1596977.0,44.85194992237159
pachyderm/pachyderm,Python,226446.0,3.643728018776191
mcieslik-mctp/papy,Python,300032.0,99.41418157720344
Parsl/parsl,Python,1120524.0,97.32938407150364
pegasus-isi/pegasus,Python,3260393.0,19.064983466628867
cas-bigdatalab/piflow,Python,5765.0,0.2783332641322327
pinterest/pinball,Python,895248.0,42.64050201831366
pipelinedb/pipelinedb,Python,132105.0,9.409127719266756
getpopper/popper,Python,216750.0,97.03239785297633
TimVanMourik/Porcupine,Python,14559.0,5.596881523255949
apache/predictionio,Python,50649.0,3.8084331578587234
PrefectHQ/prefect,Python,6263070.0,97.96452544437044
prestodb/presto,Python,39357.0,0.07177675116068899
texttheater/produce,Python,62925.0,99.34010072146883
nipype/pydra,Python,1074784.0,99.95554571815985
Illumina/pyflow,Python,301612.0,96.94986515633187
dropbox/PyHive,Python,156608.0,95.69048215518664
pyinvoke/invoke,Python,712281.0,99.61052546198532
pyiron/pyiron,Python,93025.0,7.011267017537777
PacificBiosciences/pypeFLOW,Python,218631.0,15.574149437921308
cgarciae/pypeln,Python,309215.0,99.379391025435
baffelli/pyperator,Python,92179.0,99.85916866177729
IMTMarburg/pypipegraph,Python,461486.0,100.0
pwwang/pipen,Python,152541.0,100.0
pypyr/pypyr,Python,1615932.0,99.89935458344668
alastair-droop/qsubsec,Python,87625.0,100.0
quiltdata/quilt,Python,811080.0,15.696137273275115
rabix/rabix,Python,132667.0,98.92106715182607
substantic/rain,Python,211279.0,30.72510008827255
ray-project/ray,Python,24453542.0,72.95269930937971
reanahub/reana,Python,248755.0,97.05694152900139
insitro/redun,Python,1619830.0,99.61784551955543
genialis/resolwe,Python,2013134.0,98.65581214596168
faust-streaming/faust,Python,2156276.0,98.39269906456765
TheRoddyWMS/Roddy,Python,22438.0,1.3163715126832318
bjpop/rubra,Python,22162.0,100.0
tonyfischetti/sake,Python,125804.0,79.51458458426825
apache/samza,Python,87956.0,0.8203174146030414
pdp10/sbpipe,Python,369341.0,15.192640881396201
pharmbio/sciluigi,Python,37130.0,99.38702856072165
soravux/scoop,Python,337391.0,100.0
SeldonIO/seldon-core,Python,983389.0,14.159116325338491
HadoopGenomics/SeqPig,Python,3590.0,1.4372763013556038
nlgranger/SeqTools,Python,93379.0,92.2316384180791
SeqWare/seqware,Python,15877.0,0.26847546451818655
glotzerlab/signac,Python,763773.0,100.0
hubzero/simtool,Python,118883.0,86.68732681930874
MG-RAST/Skyport2,Python,9510.0,8.38861054265754
snakemake/snakemake,Python,1748813.0,31.91322251989589
snorkel-team/snorkel,Python,467383.0,100.0
vatlab/sos,Python,1542724.0,61.63425927775536
apache/spark,Python,10936382.0,14.98163806571945
sartography/SpiffWorkflow,Python,1007348.0,99.59375435633942
spring-cloud/spring-cloud-dataflow,Python,477.0,0.00727155318089292
InformaticsMatters/squonk,Python,55904.0,1.7823705873144464
minerva-ml/steppy,Python,55682.0,100.0
ratt-ru/Stimela,Python,281955.0,87.28554357853547
petehague/Stoa,Python,99577.0,57.667628015798556
sailthru/stolos,Python,250979.0,98.88226116556876
apache/storm,Python,1228183.0,7.470834479187367
alpha-unito/streamflow,Python,1400975.0,99.36923172949524
apache/streampipes,Python,305175.0,3.0095860010834214
brexhq/substation,Python,15689.0,2.232661262779207
open-research/sumatra,Python,582388.0,78.06181808433638
uzh/sushi,Python,786.0,0.07808991666434847
swift-lang/swift-k,Python,60659.0,0.7455583483385673
apache/systemds,Python,940553.0,4.179916395716985
natcap/taskgraph,Python,132755.0,100.0
Texera/texera,Python,256901.0,3.760647502223955
apache/tez,Python,28200.0,0.235703653975
4dn-dcic/tibanna,Python,584207.0,60.70578724341669
DataBiosphere/toil,Python,3461820.0,98.16919952778782
EpistasisLab/tpot,Python,448130.0,75.83855136232866
allegroai/clearml,Python,6844835.0,100.0
triggerflow/triggerflow,Python,286270.0,99.7098602243794
eclipse-archived/triquetrum,Python,30984.0,1.5201790223733809
yigbt/uap,Python,1305163.0,94.78555721137226
UNICORE-EU/uftp,Python,127671.0,14.891125462610352
ugeneunipro/ugene,Python,36880.0,0.11826885692380137
VisTrails/VisTrails,Python,19778899.0,94.77273402453878
volcano-sh/volcano,Python,498.0,0.023420932952641277
VoltDB/voltdb,Python,1665703.0,3.086305390785832
VowpalWabbit/vowpal_wabbit,Python,466026.0,5.679325860196204
klugem/watchdog,Python,1279.0,0.06492036469103693
openwdl/wdl,Python,659227.0,15.185125636104473
whylabs/whylogs,Python,1153987.0,15.55534347569329
aitgon/wopmars,Python,338509.0,99.55122266825474
ChrisSuess/Project-Xbow,Python,172907.0,43.13874695620933
NrgXnat/xnat-pipeline-engine,Python,7023.0,4.218499408340891
muccg/yabi,Python,925319.0,7.61123564100744
yesworkflow-org/yw-prototypes,Python,10184.0,1.4628884001740985
zenml-io/zenml,Python,6378663.0,99.01848696291198
zincware/ZnFlow,Python,82434.0,28.203680704527496
StackStorm/st2,Jinja,174532.0,2.492897971753003
apache/airavata,Jinja,235394.0,0.47232449046044744
apache/airflow,Jinja,50454.0,0.17346581564105099
arvados/arvados,Jinja,2218.0,0.022435229905979393
argonne-lcf/balsam,Jinja,12462.0,0.9735815802302471
bentoml/BentoML,Jinja,11286.0,0.5496421433218918
genouest/biomaj,Jinja,439.0,0.17630592893947364
cortexlabs/cortex,Jinja,42553.0,1.2093201172915184
cylc/cylc-flow,Jinja,24.0,0.0004885866166353971
dask/dask,Jinja,6086.0,0.1275839095852286
datalad/datalad,Jinja,469.0,0.011131726298145607
great-expectations/great_expectations,Jinja,66996.0,0.3588251128733035
PrefectHQ/prefect,Jinja,6369.0,0.09962144165005266
quiltdata/quilt,Jinja,10247.0,0.19830142358244576
ray-project/ray,Jinja,9660.0,0.028818854762578283
SeldonIO/seldon-core,Jinja,1998.0,0.028767775944236015
snakemake/snakemake,Jinja,6931.0,0.1264803871456802
alpha-unito/streamflow,Jinja,1233.0,0.08745499578683963
apache/systemds,Jinja,13680.0,0.06079535793666955
StackStorm/st2,Shell,93923.0,1.3415331068283025
activepapers/activepapers-python,Shell,53.0,0.038854880686191855
markovmodel/adaptivemd,Shell,3916.0,0.6455579971876355
ornladios/ADIOS2,Shell,87074.0,0.9122871056807825
aiidateam/aiida-core,Shell,5388.0,0.08206691652295818
apache/airavata,Shell,153421.0,0.3078434269817086
apache/airflow,Shell,217949.0,0.7493301037212395
alibaba/Alink,Shell,16947.0,0.057182420017916284
amundsen-io/amundsen,Shell,950.0,0.016790966954670045
intel-analytics/analytics-zoo,Shell,413512.0,1.2601967836932404
Angel-ML/angel,Shell,5492.0,0.04102283400258118
artefactual/archivematica,Shell,13597.0,0.28783432665142217
argoproj/argo-workflows,Shell,13016.0,0.29660472361708273
arteria-project/arteria-packs,Shell,2558.0,11.501281417202463
artigraph/artigraph,Shell,4617.0,1.1938530916838836
arvados/arvados,Shell,374981.0,3.7929598491316767
MG-RAST/AWE,Shell,9625.0,0.6237209670040268
facebook/Ax,Shell,13684.0,0.20208980709166274
azkaban/azkaban,Shell,10051.0,0.14583441851880924
argonne-lcf/balsam,Shell,12193.0,0.9525662179222759
biorack/BASTet,Shell,1003.0,0.0046778570209970016
bcbio/bcbio-nextgen,Shell,15031.0,0.5771331483916796
pcingola/bds,Shell,12708.0,0.5385384706660112
apache/beam,Shell,409599.0,0.6019454937612517
bentoml/BentoML,Shell,51758.0,2.520678544573319
BioDepot/BioDepot-workflow-builder,Shell,224422.0,2.5885929446764417
genouest/biomaj,Shell,13492.0,5.418495656609062
evoldoers/biomake,Shell,2279.0,1.3584397315308228
biopet/biopet,Shell,1706.0,0.056039983509922786
JGI-Bioinformatics/biopig,Shell,2037.0,0.35121355749850425
liyao001/BioQueue,Shell,1329.0,0.16223342570099733
mmondelli/bioworkbench,Shell,5480.0,0.014197600336099691
pveber/bistro,Shell,266.0,0.07254657571980658
python-bonobo/bonobo,Shell,2584.0,0.7424967314627243
ssadedin/bpipe,Shell,158581.0,9.237258221038076
onnovalkering/brane,Shell,649.0,0.1327526852247693
bloomreach/briefly,Shell,2934.0,2.529026919396964
yakneens/butler,Shell,9225.0,2.638699786043638
uber/cadence,Shell,13250.0,0.09809260593483217
cooperative-computing-lab/cctools,Shell,350140.0,2.6314229050731512
cgat-developers/cgat-core,Shell,32425.0,6.461261325888685
cgat-developers/ruffus,Shell,210.0,0.01846488243145572
chipster/chipster,Shell,758044.0,12.879408668969988
mesos/chronos,Shell,1415.0,0.3482768296224827
ckan/ckan,Shell,5538.0,0.10049146094769001
claimed-framework/component-library,Shell,2028.0,0.026168981163366058
Autodesk/cloud-compute-cannon,Shell,27424.0,2.666034118703847
CSCLabTW/CloudDOE,Shell,44175.0,13.139148565326925
genepi/cloudgene,Shell,937.0,0.10505344047214626
CloudSlang/cloud-slang,Shell,1856.0,0.057202331364845774
monajemi/clusterjob,Shell,1552.0,0.5342586472791364
mlcommons/ck,Shell,105450.0,2.245652920658495
jarlebass/combustio,Shell,708.0,0.3990913344193729
sing-group/compi,Shell,4455.0,0.9697220347837444
bsc-wdc/compss,Shell,2982311.0,21.53191155711325
robdmc/consecution,Shell,141.0,0.20729197294913262
Consonance/consonance,Shell,38430.0,4.367015679438549
cortexlabs/cortex,Shell,99251.0,2.8206291204216036
Mizzou-CBMI/COSMOS2,Shell,26.0,0.006619785009751452
couler-proj/couler,Shell,3711.0,1.0624774534897703
MelbourneGenomics/cpipe,Shell,43537.0,7.820619908567528
broadinstitute/cromwell,Shell,195554.0,1.9038013428072
Kitware/cumulus,Shell,13175.0,1.5052205733662216
joergen7/cuneiform,Shell,771.0,9.028103044496486
yuch7/cwlexec,Shell,31176.0,2.388952702935693
common-workflow-language/cwltool,Shell,11355.0,0.8032892768132726
caicloud/cyclone,Shell,32660.0,2.5744509782283114
cylc/cylc-flow,Shell,1326168.0,26.99783067542214
chanzuckerberg/czid-workflows,Shell,4655.0,0.4236960310922802
d6t/d6tflow,Shell,433.0,0.3020389372135687
dagster-io/dagster,Shell,5928.0,0.030591270743737884
ICRAR/daliuge,Shell,19922.0,0.7617391450642386
dask/dask,Shell,5733.0,0.12018379126718956
dataform-co/dataform,Shell,1988.0,0.24869304797849331
datahub-project/datahub,Shell,69345.0,0.4191001865508034
datalad/datalad,Shell,51383.0,1.219576742809415
datashim-io/datashim,Shell,13752.0,5.458485817939334
shiyonglu/DATAVIEW,Shell,160.0,0.016837036429032944
dbt-labs/dbt-core,Shell,6494.0,0.11603956638297667
Stratio/deep-spark,Shell,25811.0,2.0980100970444484
dspinellis/dgsh,Shell,172166.0,24.051174018484783
treasure-data/digdag,Shell,11157.0,0.25863303965799334
googlegenomics/dockerflow,Shell,184.0,0.0701187445696081
dotmesh-io/dotmesh,Shell,53028.0,4.186419950942119
Factual/drake,Shell,19851.0,8.419146337325687
ropensci/drake,Shell,3593.0,0.297988803649181
CenturyLinkLabs/dray,Shell,339.0,0.7775942747041014
apache/drill,Shell,119768.0,0.3304299504258512
iterative/dvc,Shell,35.0,0.0014822036048038642
frobnitzem/dwork,Shell,2871.0,3.5437881873727086
ecmwf/ecflow,Shell,180207.0,1.3331348750885608
LANL-Bioinformatics/EDGE,Shell,91153.0,2.524612430045749
odpi/egeria,Shell,7274.0,0.009902229842216939
Ensembl/ensembl-hive,Shell,39473.0,2.0377673301598134
joestubbs/endofday,Shell,1475.0,1.3446128882284838
radical-cybertools/radical.entk,Shell,79.0,0.023695616310982468
enso-org/enso,Shell,4770.0,0.02512707478128251
GenomiqueENS/eoulsan,Shell,42605.0,1.4178116814637554
jorvis/ergatis,Shell,34253.0,0.46018573215989306
tschiex/eugene,Shell,12552.0,0.5339304461160729
materialsproject/fireworks,Shell,3691.0,0.25215847931562646
fission/fission-workflows,Shell,40363.0,6.888448200535198
druths/xp,Shell,32.0,0.026082845638459157
apache/flink,Shell,521388.0,0.4742248539508001
flow-r/flowr,Shell,15638.0,6.39622394555152
flyteorg/flyte,Shell,41557.0,22.825364567599486
ForestFlow/ForestFlow,Shell,6021.0,2.384535568035105
fractalide/fractalide,Shell,9368.0,1.521058246074361
frictionlessdata/datapackage-pipelines,Shell,9696.0,3.914507416408956
galaxyproject/galaxy,Shell,138819.0,0.5287021001187399
broadinstitute/gatk,Shell,249564.0,0.9565561586553051
gc3pie/gc3pie,Shell,151895.0,4.063671454055726
ding-lab/GenomeVIP,Shell,2846.0,0.4473021206772713
ESIPFed/Geoweaver,Shell,4279.0,0.08437993173488019
GiraffeTools/GiraffeTools,Shell,2108.0,0.5900728913571677
apache/giraph,Shell,52603.0,0.8231845629460064
funcx-faas/funcX,Shell,7368.0,0.854382711969359
apple/turicreate,Shell,60950.0,0.26922332978506264
great-expectations/great_expectations,Shell,5268.0,0.028214978425824867
h2oai/h2o-3,Shell,215476.0,0.2752412630640636
apache/hadoop,Shell,538066.0,0.4911347721001611
HSF/harvester,Shell,21420.0,1.0668813047231165
apache/hive,Shell,277308.0,0.3850242949152698
apache/incubator-hivemall,Shell,27765.0,0.65399643287521
hstreamdb/hstream,Shell,3094.0,0.13003283602287805
apache/hudi,Shell,179266.0,0.8072563640797982
hyperflow-wms/hyperflow,Shell,1063.0,0.31607084982323225
WIPACrepo/iceprod,Shell,4346.0,0.28767206708200177
PMCC-BioinformaticsCore/janis,Shell,94.0,0.21719540654821043
RUBi-ZA/JMS,Shell,355.0,0.0014822207207024773
yeastrc/jobcenter,Shell,1276.0,0.08327753216562048
joblib/joblib,Shell,5617.0,0.842219849818871
ncbi/JUDI,Shell,153.0,0.3345944409211188
luispedro/jug,Shell,520.0,0.1760539537655232
influxdata/kapacitor,Shell,20131.0,0.48438367344778144
kedro-org/kedro,Shell,11315.0,0.5995486561685158
kestra-io/kestra,Shell,1121.0,0.037147914977999553
hammerlab/ketrew,Shell,27704.0,3.3632379541840165
knime/knime-core,Shell,126.0,0.0007174326978379028
kubeflow/kubeflow,Shell,4222.0,0.19358332267295378
lf-edge/ekuiper,Shell,38393.0,1.1493334147592935
treeverse/lakeFS,Shell,11693.0,0.25785096994568657
riga/law,Shell,59645.0,6.222529636434009
linkedpipes/etl,Shell,423.0,0.009212390687253057
apache/incubator-livy,Shell,25101.0,1.6730475446505935
HECBioSim/Longbow,Shell,11772.0,1.585413975938663
StanfordBioinformatics/loom,Shell,8264.0,0.8728947382319234
pepkit/looper,Shell,3549.0,0.8198141385021587
spotify/luigi,Shell,2973.0,0.12386937426591875
LLNL/maestrowf,Shell,160.0,0.03907728754777809
apache/mahout,Shell,86906.0,1.088497232289187
MarquezProject/marquez,Shell,28802.0,1.6234783765441703
martian-lang/martian,Shell,9297.0,0.5461466612621821
centerofci/mathesar,Shell,17692.0,0.5379981736281761
MD-Studio/MDStudio,Shell,6139.0,0.6710191643248219
LLNL/merlin,Shell,14887.0,2.3359558636618973
alicevision/Meshroom,Shell,5552.0,0.32186888017225085
Netflix/metaflow,Shell,1443.0,0.0521839885202458
TorkamaniLab/metapipe,Shell,150.0,0.13202133464767907
openstack/mistral,Shell,26508.0,0.9716734534985634
combust/mleap,Shell,1550.0,0.0863405851997754
mlflow/mlflow,Shell,28522.0,0.22563961219605758
mfiers/Moa,Shell,13012.0,2.9239266726289723
bioinfo-core-BGU/neatseq-flow,Shell,139.0,0.010457299985329686
niaid/nephele2,Shell,7907.0,0.2996242476236959
projectnessie/nessie,Shell,5336.0,0.06843498951736532
Netflix/conductor,Shell,2374.0,0.05033121287834538
nextflow-io/nextflow,Shell,55666.0,0.7730016810904954
ngless-toolkit/ngless,Shell,10642.0,1.401513455424708
BauerLab/ngsane,Shell,778016.0,24.50377722052253
apache/nifi,Shell,134075.0,0.2087631929540542
nipy/nipype,Shell,19611.0,0.29840803399456534
node-red/node-red,Shell,265.0,0.011132863372459396
NLeSC/noodles,Shell,4923.0,0.9536336094344446
omegaml/omegaml,Shell,46837.0,3.053372908902091
apache/oodt,Shell,117515.0,1.6478171103192627
apache/oozie,Shell,123406.0,1.0274265423657554
openalea/openalea,Shell,256.0,3.158544108574954
adaptivegenome/openge,Shell,33107.0,4.096954787102395
OpenLineage/OpenLineage,Shell,49464.0,2.1234370110125607
openmole/openmole,Shell,36825.0,0.962432338981084
OphidiaBigData/ophidia-analytics-framework,Shell,1082.0,0.011749254405563197
biolab/orange3,Shell,737.0,0.009552034220389407
orchest/orchest,Shell,57623.0,1.6183726568239982
framed-data/overseer,Shell,63.0,0.08074645612775884
pachyderm/pachyderm,Shell,110013.0,1.770212105886724
mcieslik-mctp/papy,Shell,1609.0,0.5331345261762757
Parsl/parsl,Shell,11961.0,1.038939605826609
pegasus-isi/pegasus,Shell,583860.0,3.4140918738403414
pentaho/pentaho-kettle,Shell,49513.0,0.10770513152858081
phpflo/phpflo,Shell,3695.0,2.1469077555953238
cas-bigdatalab/piflow,Shell,8099.0,0.3910184052397142
pinterest/pinball,Shell,463.0,0.02205260713732868
NationalGenomicsInfrastructure/piper,Shell,18312.0,3.0548511944481516
plumatic/plumbing,Shell,901.0,0.4719600222098834
getpopper/popper,Shell,6453.0,2.888812287636707
TimVanMourik/Porcupine,Shell,133.0,0.05112887166653212
apache/predictionio,Shell,137204.0,10.316734051824286
PrefectHQ/prefect,Shell,4479.0,0.07005879057161028
prestodb/presto,Shell,61148.0,0.11151776761373607
misshie/Workflows,Shell,124.0,0.3138366530839513
Illumina/pyflow,Shell,8787.0,2.824484652894076
dropbox/PyHive,Shell,6577.0,4.018672744270168
pyinvoke/invoke,Shell,2785.0,0.38947453801467274
pyiron/pyiron,Shell,913.0,0.06881254272520279
PacificBiosciences/pypeFLOW,Shell,3160.0,0.225102168602949
cgarciae/pypeln,Shell,1580.0,0.5078001966922281
pypyr/pypyr,Shell,758.0,0.04686070377605776
quiltdata/quilt,Shell,2399.0,0.046425794395851205
rabix/rabix,Shell,401.0,0.29899935875449246
substantic/rain,Shell,1096.0,0.15938502973199756
ray-project/ray,Shell,152128.0,0.45384624609953506
reanahub/reana,Shell,5539.0,2.161156154164293
insitro/redun,Shell,1820.0,0.11192809050677595
grailbio/reflow,Shell,554.0,0.019536835928311805
genialis/resolwe,Shell,5896.0,0.2889398661055797
faust-streaming/faust,Shell,3045.0,0.13894592744695414
TheRoddyWMS/Roddy,Shell,18403.0,1.079649921914142
tonyfischetti/sake,Shell,499.0,0.31539360996112886
apache/samza,Shell,61610.0,0.5746027094648846
